open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1590969600000,9449.84000000,9493.95000000,9424.72000000,9489.95000000,2.39738100,1590970499999,22632.03075354,55,0.31617800,2996.47655435
1590970500000,9495.50000000,9499.21000000,9478.43000000,9485.45000000,0.15773700,1590971399999,1496.52367329,17,0.02779600,263.72243599
1590971400000,9488.52000000,9488.52000000,9466.14000000,9482.26000000,0.07377100,1590972299999,698.97495804,7,0.02370300,224.79281628
1590972300000,9484.69000000,9501.45000000,9484.69000000,9501.45000000,0.19727100,1590973199999,1872.83237267,10,0.17166900,1629.89525069
1590973200000,9493.09000000,9493.09000000,9480.27000000,9480.27000000,0.12691800,1590974099999,1203.87671032,6,0.00647600,61.43580444
1590974100000,9469.56000000,9494.33000000,9469.56000000,9494.33000000,0.40625300,1590974999999,3851.57633383,17,0.34750700,3295.12389050
1590975000000,9494.59000000,9520.00000000,9494.59000000,9510.64000000,0.31929100,1590975899999,3036.01704185,15,0.31382700,2984.05090489
1590975900000,9512.14000000,9570.69000000,9509.55000000,9542.97000000,6.22962700,1590976799999,59453.58331860,61,5.34345700,50996.66939351
1590976800000,9556.49000000,9565.97000000,9535.98000000,9544.66000000,2.89441300,1590977699999,27656.13866105,58,0.87894300,8400.41276579
1590977700000,9539.87000000,9552.19000000,9533.62000000,9552.19000000,0.36475300,1590978599999,3480.54713913,19,0.06382300,609.40465779
1590978600000,9546.17000000,9557.92000000,9538.43000000,9538.43000000,0.11959400,1590979499999,1142.27097072,8,0.09623300,919.29883605
1590979500000,9545.86000000,9545.86000000,9534.45000000,9534.45000000,0.33125000,1590980399999,3160.09020476,8,0.09110300,868.74821691
1590980400000,9540.16000000,9546.78000000,9520.04000000,9520.04000000,0.53660300,1590981299999,5110.71406247,23,0.11720800,1116.63738101
1590981300000,9529.66000000,9544.94000000,9522.95000000,9544.94000000,0.46406100,1590982199999,4420.71969927,11,0.31211500,2973.28096515
1590982200000,9544.17000000,9554.60000000,9544.17000000,9551.00000000,0.04184800,1590983099999,399.71410156,4,0.00827500,78.97800675
1590983100000,9556.18000000,9558.88000000,9547.16000000,9550.39000000,0.67553400,1590983999999,6455.97133796,11,0.61271100,5855.88553058
1590984000000,9560.87000000,9576.74000000,9560.87000000,9576.74000000,0.37238600,1590984899999,3561.42907025,13,0.23545200,2251.73818973
1590984900000,9578.94000000,9613.22000000,9568.70000000,9568.70000000,2.52912300,1590985799999,24255.31066993,66,1.53279600,14704.48362474
1590985800000,9565.66000000,9568.66000000,9551.73000000,9567.60000000,0.40027900,1590986699999,3827.12923947,37,0.04473800,427.53548194
1590986700000,9561.91000000,9563.38000000,9543.08000000,9550.37000000,1.21962300,1590987599999,11654.52100505,66,0.13031700,1244.79644589
1590987600000,9549.88000000,9552.18000000,9536.82000000,9542.70000000,1.44925000,1590988499999,13826.35272545,27,0.04792300,457.44620489
1590988500000,9542.71000000,9547.34000000,9534.65000000,9541.71000000,1.28869100,1590989399999,12289.95886618,39,0.12293500,1172.92247568
1590989400000,9543.56000000,9562.57000000,9543.56000000,9544.45000000,0.26558200,1590990299999,2537.18675833,18,0.08171600,781.01845711
1590990300000,9542.12000000,9544.32000000,9534.37000000,9534.37000000,0.05646400,1590991199999,538.67393545,15,0.02303400,219.73049548
1590991200000,9532.48000000,9548.40000000,9532.48000000,9547.77000000,0.50553500,1590992099999,4823.37716395,34,0.37239600,3552.97256281
1590992100000,9539.00000000,9550.84000000,9530.64000000,9550.84000000,0.82331200,1590992999999,7853.96096379,15,0.08398400,801.24548106
1590993000000,9550.84000000,9550.84000000,9550.84000000,9550.84000000,0E-8,1590993899999,0E-8,0,0E-8,0E-8
1590993900000,9546.33000000,9549.07000000,9534.88000000,9534.88000000,0.04368900,1590994799999,416.99294659,4,0.03139900,299.80927139
1590994800000,9544.87000000,9590.20000000,9539.89000000,9551.67000000,16.77713000,1590995699999,160404.67329410,86,16.62420900,158944.88863136
1590995700000,9553.34000000,9567.16000000,9551.75000000,9560.17000000,0.10393000,1590996599999,993.48846717,11,0.04615500,441.15987375
1590996600000,9563.09000000,9579.82000000,9561.48000000,9575.20000000,0.57300900,1590997499999,5483.87189126,26,0.41174900,3940.52918702
1590997500000,9576.49000000,9576.49000000,9565.12000000,9565.12000000,0.01570700,1590998399999,150.38536535,4,0.01570700,150.38536535
1590998400000,9574.32000000,9577.24000000,9551.96000000,9551.96000000,0.50985500,1590999299999,4875.08577948,15,0.08642800,826.00992910
1590999300000,9555.04000000,9555.04000000,9549.45000000,9549.45000000,0.11289900,1591000199999,1078.37790785,7,0E-8,0E-8
1591000200000,9549.45000000,9549.45000000,9549.45000000,9549.45000000,0E-8,1591001099999,0E-8,0,0E-8,0E-8
1591001100000,9537.47000000,9544.40000000,9532.83000000,9542.80000000,0.15876700,1591001999999,1514.52521550,15,0.07646200,729.26962093
1591002000000,9538.91000000,9546.59000000,9538.91000000,9540.39000000,0.12114100,1591002899999,1156.04203453,14,0.04989500,476.04335993
1591002900000,9531.97000000,9550.04000000,9531.97000000,9549.48000000,0.12756300,1591003799999,1217.67898143,12,0.03991900,380.94030248
1591003800000,9546.92000000,9556.31000000,9546.92000000,9552.18000000,0.03177000,1591004699999,303.46057128,4,0.01490000,142.28640120
1591004700000,9543.73000000,9543.73000000,9531.31000000,9536.93000000,0.09837800,1591005599999,938.18859846,12,0.04711800,449.41843041
1591005600000,9533.54000000,9533.54000000,9524.08000000,9524.08000000,0.08174900,1591006499999,778.73206405,8,0E-8,0E-8
1591006500000,9517.93000000,9534.47000000,9516.04000000,9528.71000000,0.21541100,1591007399999,2051.99399062,15,0.15822200,1507.12640671
1591007400000,9538.67000000,9538.67000000,9526.61000000,9532.18000000,0.26494800,1591008299999,2525.12233063,7,0.25840900,2462.74896750
1591008300000,9532.18000000,9532.18000000,9532.18000000,9532.18000000,0E-8,1591009199999,0E-8,0,0E-8,0E-8
1591009200000,9532.95000000,9532.95000000,9529.40000000,9529.40000000,0.06300900,1591010099999,600.48595074,4,0.05669500,540.30280240
1591010100000,9528.55000000,9528.55000000,9522.84000000,9523.06000000,0.12971100,1591010999999,1235.33238107,7,0.07900900,752.40960160
1591011000000,9516.73000000,9526.77000000,9516.58000000,9522.33000000,0.61152400,1591011899999,5819.76026032,7,0.33840400,3220.46390512
1591011900000,9532.18000000,9532.18000000,9517.58000000,9517.58000000,0.03994200,1591012799999,380.61223376,2,0.03994200,380.61223376
1591012800000,9513.70000000,9522.94000000,9509.55000000,9509.55000000,0.21907900,1591013699999,2084.58591652,15,0.14109000,1342.89062942
1591013700000,9509.55000000,9578.97000000,9493.90000000,9578.97000000,1.15776100,1591014599999,11041.73008404,45,0.11379200,1087.75676432
1591014600000,9579.00000000,9588.68000000,9562.72000000,9570.05000000,0.47507700,1591015499999,4551.90710023,23,0.35846800,3435.55161612
1591015500000,9572.71000000,9572.71000000,9556.75000000,9561.17000000,0.42058600,1591016399999,4020.61396900,20,0.04043100,386.81680283
1591016400000,9568.37000000,9568.37000000,9552.73000000,9559.15000000,0.25786800,1591017299999,2464.78412372,14,0.15090300,1442.26111479
1591017300000,9558.25000000,9568.73000000,9558.25000000,9568.73000000,0.14247200,1591018199999,1362.76632875,12,0.10198000,975.52482682
1591018200000,9562.22000000,9568.27000000,9558.96000000,9568.01000000,0.18757600,1591019099999,1794.20462216,15,0.02670700,255.47023976
1591019100000,9567.16000000,9574.62000000,9546.83000000,9546.83000000,0.58903700,1591019999999,5637.81125289,23,0.54839400,5249.56834111
1591020000000,9564.88000000,9564.88000000,9564.88000000,9564.88000000,0.00637000,1591020899999,60.92828560,1,0E-8,0E-8
1591020900000,9564.88000000,9569.69000000,9556.20000000,9556.20000000,0.09643000,1591021799999,922.46751638,11,0.08081200,773.10135749
1591021800000,9576.43000000,9577.21000000,9576.43000000,9576.85000000,0.44752800,1591022699999,4285.89718186,7,0.40638800,3891.89434344
1591022700000,9564.29000000,9564.84000000,9549.66000000,9549.66000000,0.28163800,1591023599999,2690.49262192,9,0.05070000,484.66393524
1591023600000,9564.06000000,9564.06000000,9505.70000000,9513.49000000,2.63212400,1591024499999,25065.54314451,44,0.19033700,1810.61698004
1591024500000,9514.68000000,9525.09000000,9513.49000000,9525.09000000,1.09099300,1591025399999,10379.96397316,9,0.96290100,9161.27858260
1591025400000,9539.04000000,9542.47000000,9536.92000000,9539.31000000,0.16639900,1591026299999,1587.39809969,7,0.16054200,1531.50785290
1591026300000,9533.91000000,9543.26000000,9524.45000000,9543.26000000,11.03277400,1591027199999,105142.53530581,60,10.90719700,103945.57486113
1591027200000,9544.41000000,9589.66000000,9542.61000000,9587.62000000,2.91107600,1591028099999,27859.32553840,58,2.01790800,19327.58480224
1591028100000,9580.00000000,9610.00000000,9554.62000000,9564.40000000,3.01974000,1591028999999,29002.06902048,37,2.69633400,25905.17228807
1591029000000,9560.32000000,9568.88000000,9558.43000000,9565.53000000,0.09807300,1591029899999,937.83936453,8,0E-8,0E-8
1591029900000,9583.32000000,9583.99000000,9575.57000000,9575.57000000,0.38062900,1591030799999,3646.16875579,12,0.07379200,707.16016832
1591030800000,9589.91000000,9590.12000000,9582.59000000,9582.59000000,0.04504700,1591031699999,431.78128315,4,0E-8,0E-8
1591031700000,9567.34000000,9567.34000000,9567.34000000,9567.34000000,0.02943400,1591032599999,281.60508556,2,0.02000000,191.34680000
1591032600000,9567.34000000,9567.34000000,9567.34000000,9567.34000000,0E-8,1591033499999,0E-8,0,0E-8,0E-8
1591033500000,9571.50000000,9571.50000000,9567.34000000,9567.34000000,2.41050900,1591034399999,23062.20778676,9,2.33844000,22372.65054960
1591034400000,9575.44000000,9580.15000000,9575.44000000,9579.56000000,0.04722600,1591035299999,452.33572772,6,0.04722600,452.33572772
1591035300000,9573.14000000,9573.14000000,9565.53000000,9565.53000000,0.18540200,1591036199999,1773.94699869,13,0E-8,0E-8
1591036200000,9565.53000000,9567.72000000,9565.53000000,9567.72000000,0.24964300,1591037099999,2388.03627105,7,0.03135400,299.98629288
1591037100000,9567.72000000,9567.72000000,9567.72000000,9567.72000000,0E-8,1591037999999,0E-8,0,0E-8,0E-8
1591038000000,9577.85000000,9580.50000000,9577.85000000,9579.11000000,0.02023900,1591038899999,193.87078117,4,0.00709600,67.98132064
1591038900000,9578.68000000,9602.51000000,9567.15000000,9600.15000000,1.87995200,1591039799999,18012.07465634,26,0.71865700,6897.97998381
1591039800000,9607.15000000,9611.31000000,9589.52000000,9599.46000000,1.53785600,1591040699999,14764.91799514,25,0.91879400,8823.76058117
1591040700000,9598.17000000,9600.43000000,9576.52000000,9576.52000000,0.10811600,1591041599999,1037.37507193,8,0.08639500,829.24614900
1591041600000,9571.67000000,9575.27000000,9571.67000000,9575.27000000,0.02112500,1591042499999,202.23686167,3,0.01134600,108.60029634
1591042500000,9590.54000000,9596.04000000,9586.77000000,9596.04000000,0.27945500,1591043399999,2680.64375038,13,0.13341400,1279.69579082
1591043400000,9587.92000000,9612.03000000,9582.92000000,9612.03000000,2.07454300,1591044299999,19907.38726703,37,0.98395100,9449.00208994
1591044300000,9616.77000000,9693.00000000,9616.77000000,9679.04000000,8.49183600,1591045199999,82045.19327148,158,5.98251600,57784.30417528
1591045200000,9673.45000000,9703.07000000,9639.21000000,9676.03000000,5.76918500,1591046099999,55863.68038125,110,4.09834500,39718.14210397
1591046100000,9677.61000000,9685.46000000,9652.80000000,9674.33000000,1.04679800,1591046999999,10131.95230273,28,1.03083700,9977.64501360
1591047000000,9673.84000000,9673.84000000,9650.54000000,9661.74000000,1.68948700,1591047899999,16315.68639935,40,0.53321500,5147.79342050
