open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1569888000000,8281.40000000,8281.40000000,8219.28000000,8237.03000000,0.99512600,1569888899999,8206.81759287,24,0.26679500,2198.72782407
1569888900000,8246.98000000,8246.98000000,8221.39000000,8223.74000000,0.25489800,1569889799999,2099.83538167,11,0.02739500,225.49161959
1569889800000,8210.27000000,8217.55000000,8201.90000000,8217.55000000,0.27618000,1569890699999,2266.22355551,5,0.01214800,99.76493699
1569890700000,8219.84000000,8219.84000000,8201.31000000,8201.83000000,0.20741200,1569891599999,1701.90353022,8,0.05291100,434.30761392
1569891600000,8202.23000000,8214.86000000,8180.16000000,8212.14000000,0.64190500,1569892499999,5259.16479050,30,0.23231500,1903.59110047
1569892500000,8218.53000000,8229.96000000,8208.67000000,8208.67000000,0.16647700,1569893399999,1368.58488192,22,0.14286200,1174.72886467
1569893400000,8204.37000000,8254.39000000,8198.78000000,8253.56000000,0.31524500,1569894299999,2594.30016941,26,0.22704200,1867.28570299
1569894300000,8259.55000000,8289.59000000,8252.21000000,8272.99000000,0.87400200,1569895199999,7229.43529695,71,0.74776700,6184.67834904
1569895200000,8272.99000000,8350.00000000,8272.99000000,8350.00000000,3.55345900,1569896099999,29567.03079262,92,3.49642100,29093.64204947
1569896100000,8350.00000000,8400.00000000,8341.83000000,8393.92000000,1.05857900,1569896999999,8866.16230641,48,0.80670200,6756.77700314
1569897000000,8389.48000000,8392.74000000,8360.04000000,8384.54000000,0.59453000,1569897899999,4985.99794330,26,0.14055600,1178.06865764
1569897900000,8374.33000000,8419.06000000,8374.33000000,8416.64000000,1.05956400,1569898799999,8918.64945645,15,1.03472400,8709.57925125
1569898800000,8416.11000000,8478.98000000,8412.69000000,8477.14000000,1.64169200,1569899699999,13903.51645713,46,1.19819500,10148.46421402
1569899700000,8479.87000000,8498.23000000,8441.25000000,8452.52000000,1.23736000,1569900599999,10500.85156301,27,0.29517900,2503.41895048
1569900600000,8448.11000000,8458.72000000,8434.38000000,8444.50000000,0.17420200,1569901499999,1470.17379928,13,0.14389500,1214.19007391
1569901500000,8444.50000000,8444.50000000,8409.83000000,8409.83000000,0.48451000,1569902399999,4079.58332520,27,0.12977000,1093.57951162
1569902400000,8405.50000000,8424.75000000,8405.50000000,8420.71000000,0.03236900,1569903299999,272.44529454,8,0.02545400,214.27406391
1569903300000,8420.93000000,8445.13000000,8415.19000000,8445.13000000,0.18902100,1569904199999,1594.41669219,21,0.10247200,863.82344114
1569904200000,8436.35000000,8465.03000000,8436.35000000,8450.02000000,0.81799000,1569905099999,6913.26995086,29,0.21185300,1792.06205048
1569905100000,8441.13000000,8441.13000000,8412.81000000,8425.88000000,0.29430000,1569905999999,2480.67799601,29,0.28455700,2398.69893068
