open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1577836800000,7180.46000000,7181.06000000,7180.46000000,7181.06000000,0.30089700,1577837699999,2160.72341082,2,0.30089700,2160.72341082
1577837700000,7181.06000000,7181.06000000,7181.06000000,7181.06000000,0E-8,1577838599999,0E-8,0,0E-8,0E-8
1577838600000,7178.09000000,7178.09000000,7177.98000000,7177.98000000,0.08214000,1577839499999,589.60587720,2,0E-8,0E-8
1577839500000,7178.92000000,7182.19000000,7175.62000000,7175.62000000,1.29238700,1577840399999,9277.51077574,15,1.21580300,8727.79054964
1577840400000,7178.39000000,7182.21000000,7178.39000000,7182.21000000,0.20222600,1577841299999,1452.20357350,3,0.20222600,1452.20357350
1577841300000,7182.21000000,7182.21000000,7182.21000000,7182.21000000,0E-8,1577842199999,0E-8,0,0E-8,0E-8
1577842200000,7216.34000000,7226.82000000,7216.34000000,7226.82000000,0.05461000,1577843099999,394.37358588,3,0.05461000,394.37358588
1577843100000,7204.79000000,7212.38000000,7200.00000000,7212.38000000,4.04268200,1577843999999,29113.70024740,15,0.96327400,6935.94265250
1577844000000,7213.97000000,7219.29000000,7212.30000000,7212.30000000,0.17216900,1577844899999,1242.31372156,7,0.07812800,563.57412080
1577844900000,7213.14000000,7235.15000000,7213.14000000,7233.99000000,0.24523700,1577845799999,1771.78074382,11,0.19073200,1377.86000865
1577845800000,7233.99000000,7233.99000000,7233.99000000,7233.99000000,0E-8,1577846699999,0E-8,0,0E-8,0E-8
1577846700000,7235.03000000,7238.03000000,7229.00000000,7238.03000000,4.02726900,1577847599999,29115.60887399,35,2.12010400,15326.47805507
1577847600000,7237.88000000,7237.88000000,7221.65000000,7221.65000000,1.61687500,1577848499999,11686.61323054,25,1.13214300,8182.49892853
1577848500000,7228.00000000,7228.00000000,7228.00000000,7228.00000000,0.40090700,1577849399999,2897.75579600,9,0.40090700,2897.75579600
1577849400000,7228.00000000,7237.05000000,7228.00000000,7230.71000000,0.32304600,1577850299999,2336.52508819,9,0.11577500,837.34464368
1577850300000,7230.71000000,7230.71000000,7230.71000000,7230.71000000,0E-8,1577851199999,0E-8,0,0E-8,0E-8
1577851200000,7230.71000000,7230.71000000,7230.71000000,7230.71000000,0E-8,1577852099999,0E-8,0,0E-8,0E-8
1577852100000,7230.71000000,7230.71000000,7230.71000000,7230.71000000,0E-8,1577852999999,0E-8,0,0E-8,0E-8
1577853000000,7230.71000000,7230.71000000,7230.71000000,7230.71000000,0E-8,1577853899999,0E-8,0,0E-8,0E-8
1577853900000,7226.19000000,7226.19000000,7216.00000000,7216.00000000,0.61450700,1577854799999,4434.57354089,8,0.30833200,2224.92371200
1577854800000,7216.00000000,7216.00000000,7216.00000000,7216.00000000,0E-8,1577855699999,0E-8,0,0E-8,0E-8
1577855700000,7216.00000000,7216.00000000,7216.00000000,7216.00000000,0E-8,1577856599999,0E-8,0,0E-8,0E-8
1577856600000,7216.00000000,7216.00000000,7216.00000000,7216.00000000,0E-8,1577857499999,0E-8,0,0E-8,0E-8
1577857500000,7221.73000000,7224.91000000,7221.73000000,7224.91000000,0.01374100,1577858399999,99.24085153,2,0E-8,0E-8
1577858400000,7222.42000000,7222.42000000,7222.42000000,7222.42000000,0.01339800,1577859299999,96.76598316,1,0E-8,0E-8
1577859300000,7231.70000000,7231.70000000,7231.70000000,7231.70000000,0.03796900,1577860199999,274.58041730,1,0.03796900,274.58041730
1577860200000,7231.70000000,7231.70000000,7231.70000000,7231.70000000,0E-8,1577861099999,0E-8,0,0E-8,0E-8
1577861100000,7231.70000000,7231.70000000,7231.70000000,7231.70000000,0E-8,1577861999999,0E-8,0,0E-8,0E-8
1577862000000,7225.60000000,7227.85000000,7225.60000000,7227.85000000,0.05651900,1577862899999,408.47707265,2,0.05651900,408.47707265
1577862900000,7229.49000000,7229.49000000,7229.49000000,7229.49000000,0.05533200,1577863799999,400.02214068,3,0E-8,0E-8
1577863800000,7229.47000000,7229.47000000,7198.29000000,7198.29000000,0.12985400,1577864699999,937.25888044,15,0.07043300,508.10791357
1577864700000,7200.32000000,7212.98000000,7196.20000000,7205.50000000,0.19000000,1577865599999,1368.20253715,32,0.04500000,324.33420000
1577865600000,7209.50000000,7209.50000000,7198.80000000,7198.80000000,0.04154200,1577866499999,299.20432593,5,0.02188300,157.57457763
1577866500000,7189.03000000,7189.03000000,7189.03000000,7189.03000000,0.13701000,1577867399999,984.96900030,1,0.13701000,984.96900030
1577867400000,7189.03000000,7189.03000000,7189.03000000,7189.03000000,0E-8,1577868299999,0E-8,0,0E-8,0E-8
1577868300000,7182.19000000,7192.48000000,7181.17000000,7192.18000000,0.33168400,1577869199999,2382.78671798,8,0.11194700,804.58806101
1577869200000,7202.81000000,7202.81000000,7202.76000000,7202.76000000,0.07024300,1577870099999,505.94402513,4,0E-8,0E-8
1577870100000,7191.04000000,7198.17000000,7191.04000000,7198.17000000,0.18668700,1577870999999,1343.61262540,4,0.17000000,1223.61574092
1577871000000,7198.17000000,7198.17000000,7198.17000000,7198.17000000,0E-8,1577871899999,0E-8,0,0E-8,0E-8
1577871900000,7198.17000000,7198.17000000,7198.17000000,7198.17000000,0E-8,1577872799999,0E-8,0,0E-8,0E-8
1577872800000,7194.71000000,7202.72000000,7194.71000000,7202.72000000,0.09783500,1577873699999,704.06069220,6,0.09783500,704.06069220
1577873700000,7202.36000000,7202.36000000,7202.36000000,7202.36000000,0.04171800,1577874599999,300.46805448,1,0E-8,0E-8
1577874600000,7202.36000000,7202.36000000,7202.36000000,7202.36000000,0E-8,1577875499999,0E-8,0,0E-8,0E-8
1577875500000,7202.36000000,7202.36000000,7202.36000000,7202.36000000,0E-8,1577876399999,0E-8,0,0E-8,0E-8
1577876400000,7201.01000000,7201.01000000,7199.19000000,7199.19000000,0.02987900,1577877299999,215.15435135,2,0E-8,0E-8
1577877300000,7210.40000000,7231.17000000,7210.40000000,7229.38000000,0.20185900,1577878199999,1457.63237364,7,0.16048100,1158.49508800
1577878200000,7224.62000000,7224.62000000,7223.92000000,7223.92000000,0.10137700,1577879099999,732.38133784,2,0.10137700,732.38133784
1577879100000,7226.03000000,7226.03000000,7188.48000000,7195.80000000,0.85752400,1577879999999,6177.98482809,21,0.30477700,2192.21039786
1577880000000,7193.32000000,7213.27000000,7193.32000000,7213.27000000,1.65097300,1577880899999,11894.91255107,20,1.40340500,10111.80094995
1577880900000,7209.39000000,7217.79000000,7209.39000000,7217.79000000,0.12360800,1577881799999,891.61507752,3,0.10163200,732.99692448
1577881800000,7211.59000000,7220.92000000,7210.32000000,7217.90000000,0.39783800,1577882699999,2870.80062804,5,0.31096500,2244.13364488
1577882700000,7217.58000000,7227.12000000,7217.58000000,7227.12000000,0.17719700,1577883599999,1279.96653168,5,0.13574800,980.80505826
1577883600000,7223.67000000,7223.67000000,7218.68000000,7218.68000000,0.11878800,1577884499999,857.79195984,3,0E-8,0E-8
1577884500000,7220.60000000,7220.60000000,7220.60000000,7220.60000000,0.04156700,1577885399999,300.13868020,1,0.04156700,300.13868020
1577885400000,7226.66000000,7228.42000000,7226.66000000,7228.31000000,0.25987500,1577886299999,1878.37549306,3,0.21847100,1579.09454582
1577886300000,7228.31000000,7228.31000000,7228.31000000,7228.31000000,0E-8,1577887199999,0E-8,0,0E-8,0E-8
1577887200000,7211.52000000,7214.90000000,7207.44000000,7211.08000000,0.10401600,1577888099999,750.39513840,9,0.09201600,663.87045840
1577888100000,7214.65000000,7227.74000000,7214.65000000,7225.97000000,0.11189400,1577888999999,808.39042301,6,0.11189400,808.39042301
1577889000000,7230.73000000,7230.73000000,7221.99000000,7223.45000000,0.53258600,1577889899999,3847.51075379,10,0.08287700,598.95462887
1577889900000,7223.45000000,7223.45000000,7223.45000000,7223.45000000,0E-8,1577890799999,0E-8,0,0E-8,0E-8
1577890800000,7218.76000000,7228.44000000,7218.76000000,7221.81000000,1.55008200,1577891699999,11197.51520910,10,1.55008200,11197.51520910
1577891700000,7219.19000000,7220.29000000,7219.19000000,7220.29000000,0.20769300,1577892599999,1499.55805307,2,0E-8,0E-8
1577892600000,7223.49000000,7244.43000000,7220.98000000,7240.23000000,1.37168100,1577893499999,9924.27669204,18,0.15004400,1086.40325064
1577893500000,7231.16000000,7233.02000000,7214.04000000,7233.02000000,0.88370800,1577894399999,6377.87279872,16,0.03665300,265.03191770
1577894400000,7237.54000000,7240.04000000,7226.87000000,7228.05000000,1.38411500,1577895299999,10015.80207162,16,1.30117200,9416.08607502
