open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1704067200000,42278.79000000,42500.10000000,42278.79000000,42466.23000000,3.22080000,1704068099999,136510.73047560,463,2.26661000,96119.50806660
1704068100000,42466.44000000,42552.90000000,42423.00000000,42436.59000000,1.98909000,1704068999999,84486.66182050,512,0.61516000,26151.12670190
1704069000000,42436.59000000,42436.59000000,42298.30000000,42425.78000000,8.25487000,1704069899999,349689.09922260,499,1.61443000,68415.11175680
1704069900000,42423.47000000,42491.20000000,42393.65000000,42488.93000000,2.92156000,1704070799999,123976.67993010,388,2.59436000,110088.62347020
1704070800000,42488.89000000,42488.89000000,42427.14000000,42445.01000000,1.14023000,1704071699999,48393.40695750,155,0.27588000,11716.94087980
1704071700000,42445.04000000,42510.81000000,42425.40000000,42470.90000000,3.57222000,1704072599999,151799.59262410,179,3.26646000,138812.83176440
1704072600000,42503.84000000,42682.00000000,42450.24000000,42672.99000000,5.25694000,1704073499999,223978.69864890,672,3.62458000,154540.95965210
1704073500000,42641.30000000,42681.98000000,42561.17000000,42570.11000000,0.36096000,1704074399999,15387.73202370,231,0.25774000,10990.34685620
1704074400000,42600.36000000,42602.68000000,42528.04000000,42528.04000000,0.49404000,1704075299999,21025.66382070,249,0.10850000,4618.20077700
1704075300000,42550.57000000,42561.69000000,42523.91000000,42539.38000000,0.95847000,1704076199999,40769.59502760,243,0.12641000,5378.41224090
1704076200000,42539.38000000,42610.16000000,42525.03000000,42550.56000000,0.66734000,1704077099999,28418.18550490,351,0.55539000,23653.42266790
1704077100000,42525.04000000,42583.50000000,42507.14000000,42558.62000000,0.24131000,1704077999999,10263.62207260,276,0.08851000,3765.79299430
1704078000000,42589.35000000,42589.38000000,42500.00000000,42517.40000000,0.42713000,1704078899999,18169.22038650,301,0.14788000,6291.56827200
1704078900000,42517.40000000,42517.40000000,42425.01000000,42425.01000000,2.97767000,1704079799999,126435.53808290,463,1.41530000,60118.84064410
1704079800000,42454.79000000,42468.61000000,42261.68000000,42323.40000000,2.16079000,1704080699999,91524.77574540,554,0.52698000,22322.82348780
1704080700000,42290.00000000,42375.00000000,42260.45000000,42320.95000000,1.65320000,1704081599999,69966.20591860,334,1.29713000,54900.56714400
1704081600000,42338.81000000,42391.77000000,42287.10000000,42295.08000000,0.35619000,1704082499999,15087.33444580,353,0.14368000,6086.91664950
1704082500000,42303.24000000,42332.00000000,42226.36000000,42314.99000000,0.74913000,1704083399999,31668.17344940,382,0.38529000,16294.13641130
1704083400000,42314.99000000,42348.55000000,42297.61000000,42303.81000000,0.27585000,1704084299999,11678.92195490,181,0.06886000,2915.05456200
1704084300000,42303.83000000,42391.18000000,42303.83000000,42354.20000000,1.15993000,1704085199999,49144.00200910,200,1.07342000,45479.82504320
1704085200000,42354.27000000,42392.33000000,42318.70000000,42332.77000000,0.46528000,1704086099999,19717.32312320,200,0.17705000,7500.84140950
1704086100000,42360.35000000,42380.97000000,42304.88000000,42304.89000000,0.09068000,1704086999999,3839.60588550,193,0.04275000,1810.89965060
1704087000000,42304.89000000,42330.35000000,42277.29000000,42321.43000000,0.09704000,1704087899999,4104.97680900,137,0.02071000,876.22621740
1704087900000,42321.24000000,42321.24000000,42212.00000000,42244.32000000,1.73785000,1704088799999,73399.48106170,275,0.03023000,1277.03759340
1704088800000,42254.90000000,42456.90000000,42224.32000000,42278.67000000,1.33273000,1704089699999,56423.06942370,293,1.05569000,44709.86620340
1704089700000,42302.30000000,42357.54000000,42278.69000000,42326.46000000,0.42132000,1704090599999,17833.04215510,211,0.21285000,9013.50197350
1704090600000,42343.04000000,42403.90000000,42299.56000000,42400.20000000,0.72843000,1704091499999,30872.57845740,188,0.68583000,29068.59871050
1704091500000,42365.70000000,42432.88000000,42365.13000000,42412.37000000,1.53871000,1704092399999,65221.31640810,237,0.51361000,21786.47360820
1704092400000,42383.39000000,42476.86000000,42383.39000000,42452.11000000,0.61626000,1704093299999,26162.57733630,182,0.17340000,7362.26950270
1704093300000,42452.11000000,42488.02000000,42426.18000000,42487.95000000,1.99597000,1704094199999,84763.20137750,217,1.60886000,68325.36950540
1704094200000,42487.95000000,42500.00000000,42452.69000000,42452.94000000,0.93615000,1704095099999,39746.09803780,220,0.06968000,2961.08289490
1704095100000,42452.95000000,42490.00000000,42438.21000000,42490.00000000,0.08864000,1704095999999,3764.99323580,206,0.06061000,2574.93334770
1704096000000,42466.74000000,42543.57000000,42450.23000000,42516.99000000,3.27009000,1704096899999,138935.30414260,259,2.25525000,95828.53042180
1704096900000,42516.98000000,42526.40000000,42481.74000000,42497.32000000,0.84979000,1704097799999,36115.17441610,160,0.06864000,2918.10296890
1704097800000,42496.59000000,42506.37000000,42470.01000000,42480.16000000,0.50382000,1704098699999,21404.31152810,188,0.14664000,6230.60152090
1704098700000,42494.99000000,42545.07000000,42480.16000000,42528.98000000,0.15261000,1704099599999,6487.06891660,134,0.13699000,5822.92146440
1704099600000,42528.98000000,42566.99000000,42528.98000000,42566.99000000,0.20309000,1704100499999,8641.74141750,211,0.16721000,7115.29937700
1704100500000,42566.99000000,42650.00000000,42557.33000000,42592.96000000,2.24121000,1704101399999,95539.69672500,318,1.88903000,80538.06028780
1704101400000,42592.96000000,42678.07000000,42590.34000000,42645.37000000,1.68241000,1704102299999,71746.93019210,409,1.01954000,43479.73956420
1704102300000,42641.28000000,42679.99000000,42614.78000000,42614.78000000,0.16699000,1704103199999,7122.76424400,188,0.10349000,4415.54985190
1704103200000,42632.78000000,42680.00000000,42632.78000000,42679.85000000,0.04701000,1704104099999,2006.04356050,186,0.03947000,1684.44546660
1704104100000,42679.84000000,42710.52000000,42630.77000000,42682.22000000,1.41465000,1704104999999,60381.53328780,250,1.38217000,58995.46882280
1704105000000,42681.95000000,42710.05000000,42659.02000000,42710.00000000,0.14456000,1704105899999,6172.04622220,187,0.11787000,5033.15218070
1704105900000,42710.00000000,42744.34000000,42680.24000000,42680.24000000,1.16127000,1704106799999,49600.75375390,321,0.96070000,41033.41200380
1704106800000,42699.79000000,42773.73000000,42668.82000000,42691.21000000,6.53358000,1704107699999,279168.81284110,404,4.37206000,186790.79345770
1704107700000,42726.35000000,42726.35000000,42647.81000000,42665.98000000,0.56382000,1704108599999,24064.32017840,170,0.31604000,13492.05644580
1704108600000,42693.61000000,42693.62000000,42598.71000000,42598.71000000,1.00915000,1704109499999,43022.74987740,311,0.29603000,12624.73615210
1704109500000,42610.81000000,42700.00000000,42610.81000000,42666.40000000,0.18306000,1704110399999,7812.62753300,115,0.15142000,6462.66861170
1704110400000,42700.00000000,42730.92000000,42612.16000000,42615.21000000,0.66397000,1704111299999,28329.89775260,278,0.15207000,6488.24065120
