open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1580515200000,9363.96000000,9377.14000000,9347.56000000,9376.01000000,0.28513500,1580516099999,2670.11462219,41,0.08488400,795.10261364
1580516100000,9364.92000000,9376.69000000,9357.42000000,9358.00000000,0.12558700,1580516999999,1176.28592729,27,0.02585700,242.07084600
1580517000000,9356.27000000,9390.30000000,9356.04000000,9384.83000000,0.49281700,1580517899999,4620.16192114,25,0.04383900,411.22512406
1580517900000,9378.83000000,9384.79000000,9369.20000000,9383.64000000,0.17934700,1580518799999,1682.51612357,17,0.04700500,440.64464960
1580518800000,9393.13000000,9404.82000000,9374.79000000,9401.77000000,0.51710600,1580519699999,4855.06518745,29,0.09388000,882.17267314
1580519700000,9405.00000000,9413.26000000,9397.28000000,9398.49000000,0.18831100,1580520599999,1770.69007831,27,0.12698100,1194.04094703
1580520600000,9400.76000000,9412.53000000,9387.68000000,9393.76000000,0.46309400,1580521499999,4352.24345036,26,0.07273800,683.65065194
1580521500000,9399.52000000,9431.41000000,9394.98000000,9431.41000000,0.56577000,1580522399999,5324.18711432,58,0.12192700,1148.93939797
1580522400000,9431.41000000,9450.03000000,9409.95000000,9449.09000000,1.63852500,1580523299999,15463.35630636,92,1.43474900,13541.08999232
1580523300000,9453.90000000,9457.20000000,9432.00000000,9441.54000000,0.40775800,1580524199999,3850.13601492,16,0.11063600,1044.75877353
1580524200000,9443.25000000,9462.65000000,9443.25000000,9449.21000000,0.16285700,1580525099999,1539.50888327,33,0.03047200,288.17846270
1580525100000,9442.85000000,9442.85000000,9427.04000000,9441.48000000,2.31359900,1580525999999,21817.56757019,73,0.25127500,2369.98090038
1580526000000,9450.99000000,9454.57000000,9425.31000000,9438.69000000,0.66464100,1580526899999,6271.18032527,65,0.20308400,1916.34441771
1580526900000,9429.42000000,9431.83000000,9413.81000000,9431.83000000,0.03564400,1580527799999,335.92669189,14,0.01812300,170.75022408
1580527800000,9431.74000000,9433.06000000,9404.58000000,9421.84000000,0.33311900,1580528699999,3137.39391870,35,0.04979900,469.16268970
1580528700000,9421.84000000,9432.20000000,9421.84000000,9432.20000000,0.06010700,1580529599999,566.59529625,6,0E-8,0E-8
1580529600000,9435.79000000,9449.67000000,9422.30000000,9422.30000000,1.52520700,1580530499999,14384.93403850,123,1.39745300,13179.30305508
1580530500000,9422.30000000,9441.22000000,9419.43000000,9436.66000000,0.74276900,1580531399999,7005.52787973,37,0.42324800,3990.56512691
1580531400000,9443.37000000,9443.37000000,9429.88000000,9431.69000000,0.48732200,1580532299999,4597.20469148,13,0.03472500,327.91817325
1580532300000,9432.71000000,9432.95000000,9399.84000000,9403.51000000,0.87290800,1580533199999,8214.48760098,43,0.07576000,712.89364910
1580533200000,9398.25000000,9411.83000000,9394.68000000,9405.88000000,0.34077000,1580534099999,3204.81984803,17,0.03067300,288.41056117
1580534100000,9398.01000000,9415.26000000,9398.01000000,9410.04000000,0.35169800,1580534999999,3309.99904655,32,0.35169800,3309.99904655
