id,price,qty,quote_qty,time,is_buyer_maker
27352764,44167.00000000,0.09356000,4132.26452000,1704499201012,False
27352765,44167.00000000,0.02178000,961.95726000,1704499201253,False
27352766,44167.00000000,0.01953000,862.58151000,1704499201467,False
27352767,44167.00000000,0.00450000,198.75150000,1704499204487,False
27352768,44167.00000000,0.02091000,923.53197000,1704499204638,False
27352769,44167.00000000,0.01856000,819.73952000,1704499204866,False
27352770,44167.00000000,0.02018000,891.29006000,1704499205317,False
27352771,44167.00000000,0.00468000,206.70156000,1704499210287,False
27352772,44167.00000000,0.00034000,15.01678000,1704499215260,False
27352773,44167.00000000,0.00351000,155.02617000,1704499223615,False
27352774,44167.00000000,0.00294000,129.85098000,1704499224793,False
27352775,44167.00000000,0.00143000,63.15881000,1704499232478,False
27352776,44167.00000000,0.00005000,2.20835000,1704499232478,False
27352777,44167.00000000,0.00014000,6.18338000,1704499232478,False
27352778,44167.00000000,0.00093000,41.07531000,1704499232478,False
27352779,44180.53000000,0.00012000,5.30166360,1704499242965,False
27352780,44180.53000000,0.00003000,1.32541590,1704499250383,False
27352781,44180.53000000,0.00003000,1.32541590,1704499253891,False
27352782,44141.88000000,0.00255000,112.56179400,1704499254338,True
27352783,44180.52000000,0.00112000,49.48218240,1704499263473,False
27352784,44180.52000000,0.00007000,3.09263640,1704499263968,False
27352785,44180.52000000,0.00005000,2.20902600,1704499265032,False
27352786,44169.52000000,0.00006000,2.65017120,1704499272412,False
27352787,44180.52000000,0.00221000,97.63894920,1704499272412,False
27352788,44177.51000000,0.00062000,27.39005620,1704499306697,False
27352789,44177.51000000,0.00072000,31.80780720,1704499307418,False
27352790,44177.51000000,0.00124000,54.78011240,1704499307883,False
27352791,44177.51000000,0.00130000,57.43076300,1704499309473,False
27352792,44141.88000000,0.00486000,214.52953680,1704499324249,True
27352793,44141.88000000,0.00003000,1.32425640,1704499329457,True
27352794,44141.88000000,0.00003000,1.32425640,1704499332903,True
27352795,44130.00000000,0.00100000,44.13000000,1704499335631,True
27352796,44130.00000000,0.00003000,1.32390000,1704499336853,True
27352797,44126.44000000,0.00003000,1.32379320,1704499336853,True
27352798,44113.94000000,0.00226000,99.69750440,1704499337662,True
27352799,44130.06000000,0.01540000,679.60292400,1704499340298,True
27352800,44130.06000000,0.00009000,3.97170540,1704499346556,False
27352801,44134.78000000,0.27784000,12262.40727520,1704499346566,True
27352802,44113.86000000,0.00305000,134.54727300,1704499357160,True
27352803,44108.37000000,0.00800000,352.86696000,1704499360440,True
27352804,44108.36000000,0.26998000,11908.37503280,1704499360440,True
27352805,44108.33000000,0.00028000,12.35033240,1704499361027,True
27352806,44146.95000000,0.00072000,31.78580400,1704499361371,False
27352807,44146.82000000,0.00378000,166.87497960,1704499368782,False
27352808,44102.06000000,0.00006000,2.64612360,1704499369097,True
27352809,44146.82000000,0.00226000,99.77181320,1704499369503,False
27352810,44146.82000000,0.00199000,87.85217180,1704499370091,False
