id,price,qty,quote_qty,time,is_buyer_maker
27369259,43980.60000000,0.00023000,10.11553800,1704585600774,False
27369260,43952.92000000,0.00266000,116.91476720,1704585602020,True
27369261,43980.53000000,0.00453000,199.23180090,1704585604410,False
27369262,43980.48000000,0.00800000,351.84384000,1704585606091,False
27369263,43980.48000000,0.00085000,37.38340800,1704585607660,False
27369264,43969.20000000,0.00085000,37.37382000,1704585619715,True
27369265,43969.25000000,0.00062000,27.26093500,1704585645772,True
27369266,43969.25000000,0.00038000,16.70831500,1704585646444,True
27369267,43956.87000000,0.00198000,87.03460260,1704585646444,True
27369268,43980.62000000,0.00075000,32.98546500,1704585672943,False
27369269,43980.63000000,0.00010000,4.39806300,1704585672943,False
27369270,43951.19000000,0.00108000,47.46728520,1704585675499,True
27369271,43980.63000000,0.00108000,47.49908040,1704585681042,False
27369272,43980.63000000,0.00023000,10.11554490,1704585682271,False
27369273,43968.68000000,0.00055000,24.18277400,1704585683627,False
27369274,43968.00000000,0.00050000,21.98400000,1704585720126,True
27369275,43967.99000000,0.00033000,14.50943670,1704585723950,True
27369276,43967.99000000,0.00032000,14.06975680,1704585724091,True
27369277,43980.62000000,0.00076000,33.42527120,1704585726172,False
27369278,43980.63000000,0.00003000,1.31941890,1704585726262,False
27369279,43983.03000000,0.00136000,59.81692080,1704585728038,False
27369280,43984.23000000,0.00033000,14.51479590,1704585735678,False
27369281,43984.22000000,0.00074000,32.54832280,1704585780624,False
27369282,43984.22000000,0.00726000,319.32543720,1704585780624,False
27369283,43962.26000000,0.00085000,37.36792100,1704585792190,True
27369284,43960.00000000,0.00042000,18.46320000,1704585840314,True
27369285,43973.08000000,0.00023000,10.11380840,1704585841389,False
27369286,43973.08000000,0.00100000,43.97308000,1704585841541,False
27369287,43973.09000000,0.02627000,1155.17307430,1704585841541,False
27369288,43972.93000000,0.00021000,9.23431530,1704585858606,False
27369289,43972.92000000,0.00074000,32.53996080,1704585882790,False
27369290,43964.11000000,0.05000000,2198.20550000,1704585885304,True
27369291,43984.07000000,0.00073000,32.10837110,1704585966003,False
27369292,43984.07000000,0.00032000,14.07490240,1704585966003,False
27369293,43984.07000000,0.00005000,2.19920350,1704585967944,False
27369294,43984.07000000,0.00645000,283.69725150,1704585989295,False
27369295,43984.07000000,0.00041000,18.03346870,1704585989295,False
27369296,43984.08000000,0.00229000,100.72354320,1704585989295,False
27369297,43984.22000000,0.00784000,344.83628480,1704585989295,False
27369298,43964.77000000,0.00004000,1.75859080,1704586068895,True
27369299,43964.78000000,0.00100000,43.96478000,1704586111235,True
27369300,43964.78000000,0.00682000,299.83979960,1704586111235,True
27369301,43980.09000000,0.00023000,10.11542070,1704586112420,False
27369302,43964.11000000,0.00052000,22.86133720,1704586116995,True
27369303,43949.21000000,0.00042000,18.45866820,1704586136908,True
27369304,43979.61000000,0.00074000,32.54491140,1704586143557,False
27369305,43979.61000000,0.00254000,111.70820940,1704586143557,False
27369306,43948.65000000,0.00100000,43.94865000,1704586198782,True
27369307,43948.65000000,0.00682000,299.72979300,1704586198782,True
27369308,43943.85000000,0.00800000,351.55080000,1704586198782,True
27369309,43943.84000000,0.05099000,2240.69640160,1704586198782,True
27369310,43940.92000000,0.06148000,2701.48776160,1704586198782,True
27369311,43979.38000000,0.00034000,14.95298920,1704586201829,False
27369312,43979.35000000,0.00023000,10.11525050,1704586203126,False
27369313,43959.47000000,0.00100000,43.95947000,1704586321599,True
27369314,43959.47000000,0.00682000,299.80358540,1704586321599,True
27369315,43959.44000000,0.00030000,13.18783200,1704586321599,True
27369316,43953.33000000,0.00800000,351.62664000,1704586321599,True
27369317,43953.32000000,0.00458000,201.30620560,1704586321599,True
27369318,43978.62000000,0.00023000,10.11508260,1704586382453,False
27369319,43951.34000000,0.00007000,3.07659380,1704586470108,True
27369320,43970.00000000,0.00557000,244.91290000,1704586498284,True
27369321,43972.14000000,0.00682000,299.88999480,1704586503971,False
27369322,43979.41000000,0.00019000,8.35608790,1704586508039,False
27369323,43979.40000000,0.00076000,33.42434400,1704586513107,False
27369324,43979.41000000,0.00001000,0.43979410,1704586513107,False
27369325,43979.41000000,0.00051000,22.42949910,1704586514166,False
27369326,43979.61000000,0.00023000,10.11531030,1704586514375,False
27369327,43979.61000000,0.00016000,7.03673760,1704586514386,False
27369328,43979.61000000,0.00035000,15.39286350,1704586514386,False
27369329,43979.60000000,0.00075000,32.98470000,1704586556131,False
27369330,43979.61000000,0.00307000,135.01740270,1704586556213,False
27369331,43984.00000000,0.12117000,5329.54128000,1704586556213,False
27369332,43984.00000000,0.12136000,5337.89824000,1704586556272,False
27369333,43984.22000000,0.00042000,18.47337240,1704586556303,False
27369334,43984.23000000,0.00367000,161.42212410,1704586556446,False
27369335,43984.28000000,0.00400000,175.93712000,1704586556767,False
27369336,43984.46000000,0.00003000,1.31953380,1704586557029,False
27369337,43987.00000000,0.23543000,10355.85941000,1704586557122,False
27369338,43987.00000000,0.26457000,11637.64059000,1704586557351,False
27369339,43987.00000000,0.00202000,88.85374000,1704586557351,False
27369340,43987.47000000,0.00113000,49.70584110,1704586557351,False
27369341,43987.96000000,0.00072000,31.67133120,1704586557351,False
27369342,43988.11000000,0.00072000,31.67143920,1704586557351,False
27369343,43988.51000000,0.00003000,1.31965530,1704586557351,False
27369344,43989.64000000,0.00072000,31.67254080,1704586557351,False
27369345,43990.00000000,0.00150000,65.98500000,1704586557351,False
27369346,43990.77000000,0.00072000,31.67335440,1704586557351,False
27369347,43991.01000000,0.00079000,34.75289790,1704586558463,False
27369348,43991.92000000,0.00045000,19.79636400,1704586558463,False
27369349,43992.35000000,0.00079000,34.75395650,1704586558463,False
27369350,43994.37000000,0.00072000,31.67594640,1704586558463,False
27369351,43994.88000000,0.00072000,31.67631360,1704586558463,False
27369352,43995.53000000,0.00049000,21.55780970,1704586558463,False
27369353,43996.77000000,0.00072000,31.67767440,1704586558463,False
27369354,43997.03000000,0.00061000,26.83818830,1704586558463,False
27369355,43997.56000000,0.00004000,1.75990240,1704586558463,False
27369356,43998.07000000,0.00023000,10.11955610,1704586558463,False
27369357,43998.36000000,0.00400000,175.99344000,1704586558463,False
27369358,43998.59000000,0.00800000,351.98872000,1704586558463,False
27369359,43998.60000000,0.02720000,1196.76192000,1704586558463,False
27369360,43999.35000000,0.00072000,31.67953200,1704586558463,False
27369361,44000.00000000,0.00100000,44.00000000,1704586558463,False
27369362,44000.00000000,0.00100000,44.00000000,1704586558463,False
27369363,44000.00000000,0.00500000,220.00000000,1704586558463,False
27369364,44000.00000000,0.25000000,11000.00000000,1704586558463,False
27369365,44000.00000000,0.31845000,14011.80000000,1704586558463,False
27369366,44000.00000000,0.00032000,14.08000000,1704586558463,False
27369367,44000.62000000,0.02720000,1196.81686400,1704586558463,False
27369368,44001.21000000,0.00147000,64.68177870,1704586558463,False
27369369,44003.83000000,0.00003000,1.32011490,1704586559740,False
27369370,43975.35000000,0.00080000,35.18028000,1704586560108,True
27369371,43977.58000000,0.00800000,351.82064000,1704586562463,True
27369372,43977.58000000,0.00416000,182.94673280,1704586562463,True
27369373,44004.06000000,0.00006000,2.64024360,1704586562963,False
27369374,44004.06000000,0.00004000,1.76016240,1704586562963,False
27369375,44004.82000000,0.00009000,3.96043380,1704586562963,False
27369376,44004.83000000,0.00032000,14.08154560,1704586562963,False
27369377,44005.27000000,0.00031000,13.64163370,1704586562963,False
27369378,44006.66000000,0.00010000,4.40066600,1704586562963,False
27369379,44007.35000000,0.00117000,51.48859950,1704586562963,False
27369380,43975.34000000,0.00267000,117.41415780,1704586575697,True
27369381,43965.61000000,0.00100000,43.96561000,1704586578053,True
27369382,43965.61000000,0.00681000,299.40580410,1704586578053,True
27369383,43963.19000000,0.00800000,351.70552000,1704586587451,True
27369384,43963.18000000,0.00335000,147.27665300,1704586587451,True
27369385,43996.42000000,0.00023000,10.11917660,1704586587578,False
27369386,43991.17000000,0.00800000,351.92936000,1704586606309,False
27369387,43991.17000000,0.00681000,299.57986770,1704586606309,False
27369388,43991.18000000,0.00579000,254.70893220,1704586606309,False
27369389,43991.05000000,0.00681000,299.57905050,1704586628586,False
27369390,43991.08000000,0.00152000,66.86644160,1704586628586,False
27369391,43991.08000000,0.00053000,23.31527240,1704586628586,False
27369392,43991.12000000,0.00075000,32.99334000,1704586628586,False
27369393,43994.92000000,0.00035000,15.39822200,1704586681576,False
27369394,43994.91000000,0.00073000,32.11628430,1704586749039,False
27369395,43994.92000000,0.00228000,100.30841760,1704586750038,False
27369396,43994.92000000,0.00012000,5.27939040,1704586750038,False
27369397,43994.92000000,0.00027000,11.87862840,1704586750038,False
27369398,43994.93000000,0.00005000,2.19974650,1704586751040,False
27369399,43994.93000000,0.00013000,5.71934090,1704586751040,False
27369400,43994.93000000,0.00029000,12.75852970,1704586751040,False
27369401,43995.01000000,0.00008000,3.51960080,1704586752039,False
27369402,43995.65000000,0.00011000,4.83952150,1704586753040,False
27369403,43983.49000000,0.00022000,9.67636780,1704586800355,False
27369404,43991.98000000,0.00013000,5.71895740,1704586818479,False
27369405,43991.98000000,0.00023000,10.11815540,1704586819524,False
27369406,43991.98000000,0.00035000,15.39719300,1704586819935,False
27369407,43996.78000000,0.00192000,84.47381760,1704586819935,False
27369408,43966.73000000,0.00108000,47.48406840,1704586832613,True
27369409,43996.78000000,0.00108000,47.51652240,1704586838414,False
27369410,43996.77000000,0.00070000,30.79773900,1704586851038,False
27369411,43996.78000000,0.00060000,26.39806800,1704586851038,False
27369412,43996.78000000,0.00053000,23.31829340,1704586851038,False
27369413,44002.69000000,0.00132000,58.08355080,1704586851038,False
27369414,44002.68000000,0.00108000,47.52289440,1704586851095,False
27369415,44002.69000000,0.00071000,31.24190990,1704586851095,False
27369416,43980.00000000,0.00009000,3.95820000,1704586883487,True
27369417,43980.01000000,0.00050000,21.99000500,1704586920107,True
27369418,44003.50000000,0.00023000,10.12080500,1704586921471,False
27369419,44003.50000000,0.00013000,5.72045500,1704586921696,False
27369420,44003.50000000,0.00069000,30.36241500,1704586969590,False
27369421,44003.51000000,0.00072000,31.68252720,1704586972582,False
27369422,44003.83000000,0.00001000,0.44003830,1704586972582,False
27369423,44003.83000000,0.00017000,7.48065110,1704586973764,False
27369424,44002.99000000,0.00068000,29.92203320,1704587061374,False
27369425,44002.98000000,0.00054000,23.76160920,1704587071374,False
27369426,44002.98000000,0.00004000,1.76011920,1704587080109,False
27369427,43980.24000000,0.00013000,5.71743120,1704587081672,True
27369428,44002.98000000,0.00010000,4.40029800,1704587088727,False
27369429,44002.98000000,0.00004000,1.76011920,1704587088727,False
27369430,44002.98000000,0.00001000,0.44002980,1704587091894,False
27369431,44002.98000000,0.00020000,8.80059600,1704587091894,False
27369432,44003.83000000,0.00011000,4.84042130,1704587110224,False
27369433,44003.83000000,0.00009000,3.96034470,1704587118595,False
27369434,44003.83000000,0.00408000,179.53562640,1704587118595,False
27369435,44003.83000000,0.00011000,4.84042130,1704587118595,False
27369436,44006.12000000,0.00071000,31.24434520,1704587119042,False
27369437,44006.11000000,0.00066000,29.04403260,1704587120173,False
27369438,44006.11000000,0.00001000,0.44006110,1704587132854,False
27369439,44006.11000000,0.00176000,77.45075360,1704587132854,False
27369440,44006.11000000,0.00030000,13.20183300,1704587139188,False
27369441,43980.44000000,0.00108000,47.49887520,1704587141775,True
27369442,44006.12000000,0.00001000,0.44006120,1704587147444,False
27369443,44007.35000000,0.00089000,39.16654150,1704587147444,False
27369444,44007.77000000,0.00018000,7.92139860,1704587147444,False
27369445,44007.77000000,0.00053000,23.32411810,1704587147568,False
27369446,44007.77000000,0.00001000,0.44007770,1704587150376,False
27369447,44007.97000000,0.00029000,12.76231130,1704587150510,False
27369448,44007.97000000,0.00162000,71.29291140,1704587150641,False
27369449,44007.97000000,0.00209000,91.97665730,1704587156386,False
27369450,44008.16000000,0.00034000,14.96277440,1704587156618,False
27369451,44008.16000000,0.00002000,0.88016320,1704587157086,False
27369452,44008.34000000,0.00002000,0.88016680,1704587157086,False
27369453,44008.34000000,0.00068000,29.92567120,1704587157294,False
27369454,43983.69000000,0.00040000,17.59347600,1704587160109,True
27369455,43983.69000000,0.00006000,2.63902140,1704587160540,True
27369456,44008.33000000,0.00064000,28.16533120,1704587163864,False
27369457,44008.32000000,0.00047000,20.68391040,1704587165674,False
27369458,43983.71000000,0.00072000,31.66827120,1704587166111,True
27369459,43999.59000000,0.00170000,74.79930300,1704587179418,False
27369460,43983.73000000,0.00100000,43.98373000,1704587195076,True
27369461,43983.72000000,0.00322000,141.62757840,1704587195076,True
27369462,43980.24000000,0.00072000,31.66577280,1704587195076,True
27369463,43985.98000000,0.00064000,28.15102720,1704587200777,False
27369464,43985.98000000,0.00014000,6.15803720,1704587200777,False
27369465,43983.79000000,0.00100000,43.98379000,1704587232963,True
27369466,43983.79000000,0.00681000,299.52960990,1704587232963,True
27369467,43983.78000000,0.00003000,1.31951340,1704587232963,True
27369468,43989.66000000,0.00018000,7.91813880,1704587268586,False
27369469,43989.64000000,0.00013000,5.71865320,1704587271465,False
27369470,43965.55000000,0.00100000,43.96555000,1704587309312,True
27369471,43962.51000000,0.00036000,15.82650360,1704587309312,True
27369472,43960.10000000,0.00206000,90.55780600,1704587309312,True
27369473,43942.79000000,0.00045000,19.77425550,1704587327823,True
27369474,43942.79000000,0.00045000,19.77425550,1704587327827,True
27369475,43942.79000000,0.00045000,19.77425550,1704587328056,True
27369476,43942.79000000,0.00045000,19.77425550,1704587328508,True
27369477,43956.17000000,0.00068000,29.89019560,1704587340113,False
27369478,43956.17000000,0.00222000,97.58269740,1704587340113,False
27369479,43942.54000000,0.00100000,43.94254000,1704587342949,True
27369480,43942.53000000,0.00003000,1.31827590,1704587342949,True
27369481,43925.00000000,0.00056000,24.59800000,1704587352455,True
27369482,43924.07000000,0.00032000,14.05570240,1704587356137,True
27369483,43922.88000000,0.00045000,19.76529600,1704587357331,True
27369484,43935.78000000,0.00227000,99.73422060,1704587382302,False
27369485,43935.78000000,0.00221000,97.09807380,1704587388083,False
27369486,43935.78000000,0.00221000,97.09807380,1704587389083,False
27369487,43935.78000000,0.00013000,5.71165140,1704587392010,False
27369488,43935.83000000,0.00069000,30.31572270,1704587392010,False
27369489,43966.68000000,0.00034000,14.94867120,1704587402092,False
27369490,43966.67000000,0.00131000,57.59633770,1704587402120,False
27369491,43966.66000000,0.00800000,351.73328000,1704587402316,False
27369492,43966.67000000,0.04345000,1910.35181150,1704587402316,False
27369493,43966.68000000,0.04818000,2118.31464240,1704587402316,False
27369494,43966.67000000,0.00130000,57.15667100,1704587402700,False
27369495,43966.67000000,0.00350000,153.88334500,1704587403077,False
27369496,43966.68000000,0.48223000,21202.05209640,1704587403077,False
27369497,43966.71000000,0.00227000,99.80443170,1704587403187,False
27369498,43966.73000000,0.04299000,1890.12972270,1704587403187,False
27369499,43966.73000000,0.00009000,3.95700570,1704587403427,False
27369500,43970.83000000,0.00056000,24.62366480,1704587403427,False
27369501,43970.83000000,0.00682000,299.88106060,1704587403427,False
27369502,43977.58000000,0.05099000,2242.41680420,1704587403427,False
27369503,43977.90000000,0.20873000,9179.50706700,1704587403427,False
27369504,43988.51000000,0.00003000,1.31965530,1704587403427,False
27369505,43989.78000000,0.00003000,1.31969340,1704587403427,False
27369506,43991.92000000,0.00045000,19.79636400,1704587403427,False
27369507,43993.89000000,0.00643000,282.88071270,1704587403427,False
27369508,43994.19000000,0.00440000,193.57443600,1704587403427,False
27369509,43986.80000000,0.05099000,2242.88693200,1704587403986,False
27369510,43993.10000000,0.18311000,8055.57654100,1704587403986,False
27369511,43952.03000000,0.00600000,263.71218000,1704587404017,True
27369512,43993.10000000,0.02491000,1095.86812100,1704587404257,False
27369513,43993.10000000,0.00023000,10.11841300,1704587404550,False
27369514,43993.10000000,0.00658000,289.47459800,1704587404597,False
27369515,43994.18000000,0.03543000,1558.71379740,1704587404597,False
27369516,43994.18000000,0.00113000,49.71342340,1704587404945,False
27369517,43994.28000000,0.04067000,1789.24736760,1704587405247,False
27369518,44005.00000000,0.20497000,9019.70485000,1704587405247,False
27369519,44005.52000000,0.01173000,516.18474960,1704587405247,False
27369520,43968.88000000,0.00013000,5.71595440,1704587405352,True
27369521,44005.51000000,0.01654000,727.85113540,1704587405365,False
27369522,44005.51000000,0.02346000,1032.36926460,1704587405819,False
27369523,44005.52000000,0.58603000,25788.55488560,1704587405819,False
27369524,44006.92000000,0.00008000,3.52055360,1704587405819,False
27369525,44007.02000000,0.00130000,57.20912600,1704587405819,False
27369526,44007.02000000,0.00017000,7.48119340,1704587405819,False
27369527,44007.10000000,0.05893000,2593.33840300,1704587405819,False
27369528,44007.09000000,0.04000000,1760.28360000,1704587405977,False
27369529,44007.10000000,0.09958000,4382.22701800,1704587405977,False
27369530,44007.35000000,0.00206000,90.65514100,1704587406525,False
27369531,44008.16000000,0.00036000,15.84293760,1704587406525,False
27369532,44008.34000000,0.00002000,0.88016680,1704587406525,False
27369533,44008.34000000,0.00569000,250.40745460,1704587406525,False
27369534,44008.62000000,0.01112000,489.37585440,1704587406525,False
27369535,44008.62000000,0.01179000,518.86162980,1704587406536,False
27369536,43988.80000000,0.00072000,31.67193600,1704587406637,False
27369537,44008.62000000,0.02910000,1280.65084200,1704587406637,False
27369538,44008.62000000,0.00277000,121.90387740,1704587406934,False
27369539,44007.65000000,0.02613000,1149.91989450,1704587406995,False
27369540,44007.65000000,0.00156000,68.65193400,1704587407109,False
27369541,44008.62000000,0.01873000,824.28145260,1704587407391,False
27369542,44008.62000000,0.01318000,580.03361160,1704587407686,False
27369543,44008.62000000,0.03728000,1640.64135360,1704587407847,False
27369544,44008.61000000,0.05131000,2258.08177910,1704587408285,False
27369545,44008.61000000,0.06245000,2748.33769450,1704587408334,False
27369546,44008.61000000,0.02370000,1043.00405700,1704587408710,False
27369547,44008.61000000,0.00201000,88.45730610,1704587408949,False
27369548,44008.61000000,0.01030000,453.28868300,1704587409085,False
27369549,44008.61000000,0.00069000,30.36594090,1704587409398,False
27369550,44008.60000000,0.01109000,488.05537400,1704587409459,False
27369551,44008.60000000,0.01380000,607.31868000,1704587409793,False
27369552,44008.60000000,0.00608000,267.57228800,1704587409826,False
27369553,44008.60000000,0.00903000,397.39765800,1704587410205,False
27369554,44008.61000000,0.03399000,1495.85265390,1704587410205,False
27369555,44008.60000000,0.03107000,1367.34720200,1704587410497,False
27369556,44008.60000000,0.00893000,392.99679800,1704587410584,False
27369557,44008.61000000,0.00205000,90.21765050,1704587410584,False
27369558,44008.61000000,0.02040000,897.77564400,1704587411130,False
27369559,44008.60000000,0.02279000,1002.95599400,1704587411864,False
27369560,44008.60000000,0.00500000,220.04300000,1704587412000,False
27369561,44008.59000000,0.01221000,537.34488390,1704587412462,False
27369562,44008.59000000,0.02194000,965.54846460,1704587413031,False
27369563,44008.61000000,0.00116000,51.04998760,1704587414095,False
27369564,44008.61000000,0.00408000,179.55512880,1704587414466,False
27369565,44008.61000000,0.00500000,220.04305000,1704587414803,False
27369566,44008.61000000,0.01473000,648.24682530,1704587415057,False
27369567,44008.61000000,0.18378000,8087.90234580,1704587415568,False
27369568,44008.61000000,0.06901000,3037.03417610,1704587416306,False
27369569,44008.61000000,0.02596000,1142.46351560,1704587416469,False
27369570,44008.60000000,0.00100000,44.00860000,1704587416852,False
27369571,43999.69000000,0.00023000,10.11992870,1704587417576,False
27369572,43999.69000000,0.01724000,758.55465560,1704587417636,False
27369573,43999.69000000,0.00500000,219.99845000,1704587417665,False
27369574,43999.69000000,0.02323000,1022.11279870,1704587417889,False
27369575,43999.70000000,0.17807000,7835.02657900,1704587417889,False
27369576,43999.69000000,0.00376000,165.43883440,1704587418190,False
27369577,43999.69000000,0.15945000,7015.75057050,1704587418531,False
27369578,43999.69000000,0.00532000,234.07835080,1704587418822,False
27369579,43999.69000000,0.00146000,64.23954740,1704587419336,False
27369580,43999.68000000,0.00210000,92.39932800,1704587419749,False
27369581,43999.68000000,0.00132000,58.07957760,1704587420125,False
27369582,43999.67000000,0.00500000,219.99835000,1704587420518,False
27369583,43999.66000000,0.01672000,735.67431520,1704587420577,False
27369584,43999.65000000,0.01869000,822.35345850,1704587421503,False
27369585,43999.69000000,0.00753000,331.31766570,1704587422396,False
27369586,43999.68000000,0.04408000,1939.50589440,1704587423022,False
27369587,43999.68000000,0.00068000,29.91978240,1704587423022,False
27369588,43999.69000000,0.00589000,259.15817410,1704587423022,False
27369589,43999.69000000,0.04101000,1804.42728690,1704587423585,False
27369590,43999.69000000,0.10009000,4403.92897210,1704587424180,False
27369591,43999.68000000,0.02517000,1107.47194560,1704587424641,False
27369592,43999.68000000,0.00653000,287.31791040,1704587424908,False
27369593,43999.68000000,0.01152000,506.87631360,1704587425538,False
27369594,44008.59000000,0.01254000,551.86771860,1704587425538,False
27369595,44008.57000000,0.04248000,1869.48405360,1704587426050,False
27369596,44008.56000000,0.02698000,1187.35094880,1704587426677,False
27369597,44008.54000000,0.03319000,1460.64344260,1704587427217,False
27369598,44008.53000000,0.01503000,661.44820590,1704587427871,False
27369599,44008.51000000,0.00865000,380.67361150,1704587428456,False
27369600,44008.51000000,0.00514000,226.20374140,1704587429083,False
27369601,44008.49000000,0.03413000,1502.00976370,1704587429661,False
27369602,44008.49000000,0.00707000,311.14002430,1704587430225,False
27369603,44008.56000000,0.07201000,3169.05640560,1704587430225,False
27369604,44008.57000000,0.02945000,1296.05238650,1704587430225,False
27369605,44008.56000000,0.04067000,1789.82813520,1704587430959,False
27369606,44008.57000000,0.02268000,998.11436760,1704587430959,False
27369607,44008.57000000,0.00649000,285.61561930,1704587431523,False
27369608,44008.56000000,0.00190000,83.61626400,1704587432058,False
27369609,44002.60000000,0.00621000,273.25614600,1704587432436,False
27369610,44002.60000000,0.03227000,1419.96390200,1704587432948,False
27369611,44008.56000000,0.04130000,1817.55352800,1704587444436,False
27369612,44008.57000000,0.00580000,255.24970600,1704587444436,False
27369613,44008.57000000,0.01665000,732.74269050,1704587445156,False
27369614,44008.57000000,0.06647000,2925.24964790,1704587445742,False
27369615,44008.60000000,0.00885000,389.47611000,1704587446285,False
27369616,44008.60000000,0.00006000,2.64051600,1704587446474,False
27369617,44008.60000000,0.00495000,217.84257000,1704587446952,False
27369618,44008.60000000,0.13119000,5773.48823400,1704587447517,False
27369619,44008.60000000,0.02686000,1182.07099600,1704587448054,False
27369620,44008.60000000,0.00501000,220.48308600,1704587448620,False
27369621,43987.47000000,0.00108000,47.50646760,1704587450631,True
27369622,43989.00000000,0.00329000,144.72381000,1704587460108,True
27369623,44004.99000000,0.00067000,29.48334330,1704587463135,False
27369624,44005.00000000,0.00200000,88.01000000,1704587463135,False
27369625,43990.96000000,0.00032000,14.07710720,1704587464342,True
27369626,44007.99000000,0.00013000,5.72103870,1704587465566,False
27369627,44008.00000000,0.03030000,1333.44240000,1704587468801,False
